ID,INHOUD1,DATERING
11782774,"Willem soene Jans soene wylen Gerits heeft verkocht, opgedragen en overgegeven Wouteren soene wylen Lauweryns Timmerman, een 'hostat' met 'hoff' en toebehoren, groot ca. 1 'mauwersaets', gelegen in Veghel aent Vranckevoert int Davelair: - e.z.: Melis Jacopss Versantvoert; - a.z.: Wouter Peterssoen en 'die gemeynt'; - e.e.: het goed van Aerts dochter Gerits van der Rullen; - a.e.: 'een gemeyne stege'. Nog de ½ van 'enen buenre bemps', waarvan de andere ½ toebehoort aan Dircken soene Hanric Driessens, gelegen in Veghel, genoemd in die gemeyn buenres: - e.z.: Cornelis Ariaenssoen van Gorcum; - a.a.: Frans Jan Geritssoen; - e.e.: 'die gemeyne stege'; - a.e.: Goessen Geerlicx en zijn broer Hanrick en anderen. Nog een stuk land, groot ca. 2 ½ lopens, gelegen als voor: - e.z.: Aert Dirck Smeets en zijn kinderen: - a.a.: Jan Aertss van Hilvoert; - e.e.: 'die gemeyn straet'; - a.e.: h(eer) Danelt die Lewe en zijn kinderen. Nog een stuk land, groot ca. 1 'sesterze' 'mit enen hoeyvelde', genoemd die Hove daarbij gelegen, gelegen als voor: - e.z.: de erfgenamen van Rombout die Greve; - a.z.: Hanrick Peter Willemssoen; - e.e.: 'die gemeynt' en het goed van Gerit Danelssoen; - a.e.: de erfgenamen van Lambert Thoniss en Melis Jacopssoen van der Santvoert. Het goed is belast met een jaarlijkse last van: - een erfpacht van 9 vaten rogge 'der maten van Vechel' aan 'der kercken, vicarien, costerien ende der Tafelen der Heyligen Geest tot Vechel'; - een erfpacht van 1 'mauwer garsten', dezelfde maat, aan 'kercken ende vicarien tot Vechel'; - een erfcijns van 2 Bossche ponden aan de erfgenamen van Lamberts die Vrieze; - een erfpacht van 1 mud rogge 'der maten van Vechel' aan Jannen Claeus Huybensoen; - de ½ van 2 ½ Carolus gulden aan joncker Walraven van Erp; - het onderhouden van 'een roey landtweren'; - 'wegen alle die genen die doer ende over dese erffenissen van rechtswegen wegen'; - een erfcijns van 4 ½ Bossche ponden payments aan 'den capittel van Sinte Jans Ten Bosch';","21-02-1538 (=1539)"
11786412,"H(eer) Anthonis vander Straten soene wylen h(eer) Jans, priester, heeft een erfcijns van 2 ½ Carolus gulden opgedragen en overgegeven aan Delissen soene wylen Aernt Danelssoen. De erfcijns wordt betaald uit 'enen stuck lants', groot ca. 1 'sesterze', gelegen in Veghel op die Hogeboect: - e.z.: de erfgenamen van Goerts van Lancvelt; - a.z.: het goed van Aerts soene wylen Aerts die Vrieze; - e.e.: Aelbert van Berkel; - a.e.: h(eer) Jan Hanricx Driessen en zijn kinderen. Goerden soene wylen Jans Willem Goertss had eertijds beloofd deze erfcijns aan voornoemde h(eer) Anthonis Verstraten te betalen. Getuigen: Hanricx Hanricxs en Jan Hanricxs van Tillair, schepenen.",03-07-1545
11787594,"Wij Cornelis van der Hagen, Jan van der Mee, ende Jacob van den Tillaer, schepenen van Vechel, quaertier van Peellant, meierij van Shertogenbosche, hebben ten versoecke van den heer Grave van Berlo, colonel van een regiment paarden ten dienste deser landen, onse vervoegt alhier in onse kercke om oculaiere inspectie ende visie te nemen wegens seeckere oude sepulturen ende sercken, waer inne bevonden een serck waer anno vijftienhondert seven den 7 meert met nog meer letteren die om de outheijt qualijck conde gelesen worden, sijnse op ider hoeck een wapen met negen vogelkens, sijnde van der A, een Bourgondies Cruys Erp, twee vissen ruge tegens ruge Borggraeff, ende een recht getande Baar, sijnde Suermonts, soo meer andere verklaerden. Item nog een serck waar op stont Joncker Jacob Suermont sterft anno vijftien hondert ses en tachtentig in Augusto, met eenige (vor)ige letteren, soo wij niet beters konnen oordeelen, alsoo als boven qualijck leesbaar is, maar op den sarck staat twee wapens, sijnde d’een oprecht getande gonderse baar. Geven wij redenen van welwetentheyt ‘t selve alsoo bevonden te hebben, ende tot confirmatie van desen, hebben dit met onden dorps segel bekragticht, ende bij onsen substituut secretaris onderteeckent.",19-7-1689
11817307,"Gerard Vermeulen, notaris en nagenoemde getuigen verklaren, dat Joorden Lambert Romme en Jennecke Gerits echtelieden te Zeeland, hun testament opmaken; testateur verklarend, dat zijn deel reeds is vastgelegd bij testament met zijn eerste vrouw zaliger Peterken Matheussen op 5 november 1717. De testateur herroept 200 guldens, die aan de kerk te Zeeland tot dienst van het orgel vermaakt was. Het testament wordt op langstlevende gemaakt. Arnold van Roij en Laureijns van Dueren, schepenen als geloofwaardige getuigen. Herpen 20 Januari 1747. Was getekend: Jorden Lambert Romme, Jenneke Gerits, Arnold van Roij schepen, Laureijns van Duere schepen, Gerhardus Vermeulen, notaris.",24-3-1750
11820298,"Dominus Johannes Everhardus Lheurius, VDM te Grave, transporteert aan Sara Leurius een obligatie slaande op Leendert Jans en Hermken Teunissen e.l. ten bedrage van vijfhonderd gulden kapitaal, losbaar, gehypothekeerd in het huis en erf met anderhalve morgen land te Gassel. Substituut scholtis, schepenen Heijmans en Wassenbergh. 25 januari 1657. In de marge: wert dese vermits afgelost gecasseert","25 januari 1657"
11824053,"Akte van opdracht door Steven Aben en Meuske e.l. aan Peeter Jans van een stuk land van een halve morgen, gelegen te Wanroij, grenzend aan de erven van Erke Peters, Steven Aben, Gerit Jordens en het voetpad.","1653 maart 3"
11826896,"Jan Gerits als momboir van de minderjarige kinderen van Gijsbert Goort Janssen, voor zich en tevens voor de absente momboir; Dirick Handricx momboir van de minderjarige kinderen van Jan Jacobs Mulders, mede voor zich en voor Dirick Bartels als mede momboir verpachten percelen gras gelegen achter Herpen, te Lijnden en op de Soggelse Hoeff.",05.07.1724
11829334,"Wij Willem Henricks van Griensvenne en Willem Goerts van der Merendonck, schepenen in Gestel bij Herlaer, verklaren dat voor ons is verschenen Gijsbert Roelofs en draagt aan Henrick Henricks van Weert en aan Jan Dirck Godschalks als rectoren van de H. Geest te Gestel, al zijn roerend en onroerend goed over dat hij bezit, vanwege achterstallige pachten die Gijsbrecht aan deze tafel van de H. Geest schuldig is en waarvoor deze H. Geestmeesters hem in rechte aangesproken hebben en zijn bezit daarvoor in beslag genomen. Datum 15 mei 1541.",15-05-1541
11830849,"Hillegond weduwe van Adriaen Jan Hermans belooft op onderpand van haar persoon en bezit om per a.s. St. Andriesdag aan Elisabeth dochter van Gijsbert van Empel uit de vorige akte de som van 75 gulden te betalen, elke gulden van 20 stuivers. Actum ut supra.",15-06-1565
11832123,"Wij Peter Antonis Joosten en Rutger Jans van Griensven, schepenen verklaren dat voor ons is verschenen Jan zoon wijlen Henrick Jan Glavimans voor hemzelf handelend als ook voor zijn broer Goijaert, verder Dirck zoon wijlen Jan Rutten als man van Marie dochter van genoemde Henrick Jan Glavimans, en genoemde Jan en Dirck samen nog vanwege Agatha en Heijlwig gezusters en dochters wijlen genoemde Henrick Jan Glavimans verkopen aan Mercelis zoon wijlen Jan Mercelis een stuk akkerland groot ca. een zesterzaad alhier gelegen te Haenwijck, genoemd de Teemelenberch (Seemelenberch?), b.p. Margriet dochter van Jan Dircks, Anna dochter wijlen Goessen Peters, Rut Rutten van Griensven, de gemeenschappelijke straat. De verkopers beloven de verkoop gestand te doen en alle lasten daarin af te handelen. Datum 25 februari 1597.",25-02-1597
11839163,"Wij, Mr. L.F. de Raet Drossard en Schout, J. Hermans en Rutg. A. Biedijckx schepenen der Vrijheerlijkheid Boxmeer verklaren dat voor ons gekomen zijn Abraham Keiser en Hendrik van Rijn getrouwd met Aaltjes Keiser mede namens hun absente mede erfgenamen van wijlen Cornelia Maria Huishouwer, met name Peter Keiser en Gijsbertje Tijmensse Smit echtelieden en Gijsbertje Bouwmans welke hebben verkocht aan de Eerwaarde Nonnen Carmelitessen alhier een stuk bouwland, groot een mergen en 28 roeden. De akte is getekend door L.F. de Raet, J. Hermans, R.A. Biedijckx en F.W. de Both landschrijver.",14-09-1779
11891496,"Ter instantie van Matijs Hendrik van de Laer cumsius woonende alhier is geregistreert. Hendrik van Heeswijk notaris inwoonende borger alhier (Den Bosch) aangestelde curateur over de naergelaten boedel van wijlen Cornelis van Boxmeer in sijn leven mede notaris ende inwoonende borger deser stat. Drie weijvelden agter den andere gelegen genaamt het Weijbroek onder Sint Oedenrode groot 14 lopense met alle sijn opgaende boomen, deen eijnde de Lockstraet. Den voorschreven Cornelis Boxmeer aengecomen tegens Paulus Sijmons opden 26 meert 1682. Heeft hij overgegeven aen Willem Willem Hendrix ende Paulus Goorts.",1717
11892588,"Taxatie van de vaste onroerende goederen achtergelaten ende metter dood ontruimpt bij Antonij van Geelkerken overleden tot Veghel en aldaar begrave den 27 october 1759. O.a. een parceel hoij en heijland genaamt Huipen camp, geleegen binnen deese vrijheit Sint Oedenrode in Jexschot. Aan erve met een seijde en een eijnde de gemeene steegt, de ander seijde Jan van de Velde, het ander eijnd Lourens Ariaans van de Rijt.",1759
11896515,"Gijsbert Janssen van der Asdonck en Jan Joost Rossums als voogden over de minderjarige kinderen van wijlen genoemde Adriaen (van de Oetelaer?), daarin gemachtigd door schriftelijke authorisatie van heren drossaard en schepenen d.d. 26 maart 1642 ondertekend door G. van Nouwlant secreteris alhier, verkopen aan Willem Jaspers het perceel heide te Boxtel in herdgang de Roont, b.p. de gemeijnte van Kempen, de kinderen van Jan Michiels, Jan Rossums, Sebert Brants, De verkopers beloven de verkoop gestand te doen en alle lasten af te handelen. Datum 16 mei 1642, getuigen van Hees en Marijnen als schepenen.",16-05-1642
11931053,"Henrick Claessen van Kilsdoncq als momboir en voogd van de vier onmondige kinderen van Willem Henrickx, Henrick Goorts als man en momboir van Jenneken dochter van Willem Henrickx, Henrick Willem Henrickx en Mechel Willem Henrickx voor haar zelf en zich mede sterk makende voor de voornoemde onmondigen hebben verkocht aan Jan Jan Henrick Ariens twee karren hooigewas in Vorstenbos Campken rijdende tegen Daniel Lenarts en gelegen naast de Beeckgraef, Jan van der Ven. Alles zo en gelijk verkopers is aangekomen van hun ouders.",15-02-1714
11937011,"De genoemde kerkmeesters verkopen aan het zustershuis en klooster van St. Lisbetdaele te Boxtel de helft van een hoeve te weten de oostelijke helft, gelegen in de parochie van Boxtel, ter plaatse genoemd de Coppelen, welk erf in totaal afkomstig is van Bouwen Maes en diens vrouw Katarina, gelegen in het erf van de heer van Boxtel. De verkopers beloven de verkoop gestand te doen en alle lasten van hun kant af te handelen.",05-02-1487
11938110,"Staat en inventaris van Rutger Tijssen van der Meulen die was gehuwd met Willemken Geerits van Uden","10 maart 1698"
11939773,"Certificatie van de regerend armmeester Hendrick Paulus Smits m.b.t. de kinderen van Jan Rutten Rijckers geboortig van Sint Oedenrode en Maria Hendrik Heesackers geboren alhier","9 mei 1725"
11940879,"Ontlastbrief voor Catharina Jan van den Broek die wegens huwelijk verhuist naar Berlicum","4 februari 1784"
11944304,"Francis Johannis Clomp en Cornelia Piet Verroten",1799-1802
11947961,"Taxatie van de goederen van Adriana vrouw van Jan van Schaijk begraven op 11 juni 1736.","16 juli 1736"
11949389,"Marten Hoek en Hendrik van der Burgt, wonende te Dinther stellen zich tot borgen voor Joost Verhagen, wonende Dinther, die van Pieter de Jong, erfsecretaris van Veghel gehuurd heeft huis, aangelag en hooivelden te Veghel aan de Hinteld voor periode van 5 jaar en Fl. 80,-- jaarlijks.",5-2-1798
12040936,"Compareert Johan Waliens, eerste Deurwaarder ende Camerbewaarder van de Raad van Brabant, geauthoriseerd door de Raad dd 16 maart 1699 om voor 12 december 1699 executoriaal generaal was verleent na voorgaande insinuatie, sommatie en renovatie aanwijzinge van goederen van de Hoge Overheid in arrest genomen: - een sekere huis en hoff en aangelegen land aan de Kerk tot Nuland, groot 1 mergen, tussen erve van de Heer van Geffen zuidwaarts en de Nulandse straat noordwaarts; - huis en hoff daar tegenover gelegen groot 1 vat saets tussen erve Armen van Nuland noordwaarts en Nulandse straat zuidwaarts; alle toecomende de Heer Gerard Croon om hiervan te verhalen","14 oktober 1699"
12045284,"Compareren Antony Hanegraaf en Jan Claas Verstegen als momboiren van de minderjarige kinderen van Adriaan van der Beysen, verpachten een huijs en land te Nuland in Vinckel, nu gebruikt door Gerrit Jan Aarts den Mulder, ingezet Jan van Grinsven te Nuland 74 gulden, afgemijnt op 86 gulden, 20 slagen. Borg Gijsbert van Grinsven te Nistelrooij en Gerardus van Wert. Te vergelden uit het goed: aan de armen alhier een schepel rogge; schepel rogge aan geestelijk comptoir van Tengnagel. Tekent: merk Jan van Grinsven, Jan Claas Verstegen, Antoni Hendrick Hanegraaf, merk Gijsbert van Grinsven, Gerardus van Wert, Adriaen Willems van Creij, JD Cremers, secr.","7 november 1747"
12050663,"Machtiging door de Heer Silvester Gualterus Ideleth rooms priester te Schijndel die machtigt Jan van Ham koopman en woonachtig te Lommel om zich namens hem te begeven naar de stad Luneville in Lotharingen om aldaar te aanvaarden alle goederen, gelden en effecten en waar die goederen ook gelegen mochten zijn en die toebehoorden aan Johan Baptist Ideleth broer van genoemde pastoor overleden te Plombiers in Lotharingen die op het laatst te Luneville heeft gewoond en de pastoor is de enige erfgenaam; voorts wordt de constituant verzocht alle schulden te vereffenen en in het geval dat iemand anders de nalatenschap zou aanvaarden moet de constituant procederen en in principe streven naar een minnelijke schikking en anders via gerechtelijke wegen.","21 augustus 1743"
12053178,"Ontlastbrief via regerend armmeester Wilhelmus Willem van Kessel voor de armentafel van Gemonde onder Boxtel t.b.v. Maria Janssen van der Heijden geboortig van Schijndel getrouwd met Hendrik van der Staak geboortig van Gemonde","8 maart 1762"
12054733,"Algemeen schrijven over het verlenen van octrooi voor het incorporeren van stukken van de gemene gronden","16 januari 1769"
12056022,"Bericht op een rekest van de regenten van Zeelst i.v.m. hun reële omslag in de verpondingen.","24 mei 1725"
12057549,"Voor mij notaris en getuigen verscheen Jan Matteussen Leijtens wonend te St. Michielsgestel die verklaarde ter voldoening van 2 obligaties van elk 50 gulden te betalen door Rutger Willems ten behoeve van Eijmbert Willems met de rente ervan zijnde 2 gulden gerekend vanaf heden datum, zich daarvoor borg te stellen op onderpand van zijn persoon en bezit. Jan belooft te zullen zorgen voor betaling aan Eijmbert Willem Rutten als eigenaar van deze obligaties of aan de wettige houder ervan. De betaling zal eerst dienen plaats te vinden voordat er een boedeldeling kan komen van enig van zijn achter te laten bezit en ook niet eerder dan na 6 weken na zijn dood aan deze Eijmbert Willems, de obligaties te voldoen met de rente ervan danwel dat elk erfdeel daarvoor met een vierde deel van de 100 gulden wordt verminderd. Gepasseerd in Den Dungen op 13 november 1690, in aanwezigheid van Hendrick Jans Spierincks en Adriaen Mans als getuigen. Getekend : Hendrick Janssen Spierincks, Adriaen Mans, mij present W. Mans notaris.",13-11-1690
12058877,"Melding in een attestatie van professor Bon van de ziekte die is uitgebroken te Lage Mierde.","25 juli 1764"
12061109,"Brief aan de heer Bangemann te Boxtel die is aangebracht door de jachtbewaarder te Sint Oedenrode, dat hij, samen met de bij hem logerende heer Bomme, wonende op de Prinsengracht te Den Haag, vergezeld van de stroper Adriaan Kolen, op de 23e op de jacht van Sint Oedenrode tussen 6 en 7 uur ’s morgens is aangetroffen en is gearresteerd en hem wordt een boete opgelegd.","25 september 1776"
12062532,"Brief aan de heer Pieter van de Poll salvis titulis te Amsterdam i.v.m. nog resterende pachtpenningen van de jacht van Schijndel over de periode 1783-1789.","21 januari 1791"
12064503,"Relaas van de oud-vorster van Bergeijk Goijaert Aertssen betreffende een insinuatie aan het adres van de regenten van Riethoven, die hij heeft doorgegeven aan Jan Michielssen Wijnants en Peter Gijsbrechts borgemeesters en Marten Jacobs schepen te Riethoven – 14 april 1644.",14-4-1644
12133793,"Huwelijkscontract tussen Geurt Gerrits Vloet weduwnaar van Petronella Thoonen, geassisteerd met Peter Gerrits Vloet en Dirk Thonen, momboiren van zijn 2 minderjarige kinderen en Geurtje Gerrits weduwe van Jacob Loeffen, geassisteerd met Geurt Gerrits en Willem Jans, momboiren van haar minderjarig kind. Speciaal vermeld worden de goederen, die de bruidegom van zijn vader Gerrit Jans Vloet heeft geerfd, maar nog door zijn moeder Isabel Peters in tocht bezeten worden, evenals de goederen die hij nog van zijn moeder zal erven. De 2 voorkinderen van de bruidegom krijgen als moederlijk bewijs ieder 25 gulden, uit te keren bij mondigheid of huwelijk. Het voorkind van de bruid krijgt als vaderlijk bewijs 350 gulden, uit te keren bij mondigheid of huwelijk. Kinderen uit dit huwelijk worden gelijkgesteld aan de voorkinderen en krijgen een gelijk deel uit de nalatenschap, met aftrek van voornoemd bewijs. Als er in dit huwelijk geen kinderen worden geboren, krijgt langstlevende de ene helft van de boedel in eigendom en de andere helft tot hertrouwen in tocht, en verder de kinderen, zowel van bruid als bruidegom, opvoeden en laten onderwijzen. Mocht een der kinderen niet bij de langstlevende willen blijven, dan moet het vaderlijk dan wel moederlijk bewijs eerder worden verstrekt. Gecompareerd is tevens Isabella Peters weduwe van Gerrit Jans Vloet, moeder van de bruidegom, die verklaart akkoord te gaan.",25-05-1759
12134991,"Verpachtingen van de wildbanen en de jacht in de hertogsdorpen. F. P. van Dursselen predikant te Vessem en Johan Buschman koopman te ‘sBosch de wildbaan van Vessen, Knegsel en Wintelre",12.3.1755
12234786,"Claes Meester Jans van Berckel heeft vernaderd ‘eenen stal ofte tymmeraedssije met een veltken groessen’ aent Lutteleyndt by der kercken e.z. + e.e. de gemene weg a.z. Margariet weduwe van Jan Janss. Verdussen a.e. de kerk van Schijndel welke stal en veldje Bstiaen Gherit Vrenssen in koop had verkregen tegen Pauwels Pauwelss. Marinen van Boxtel man van Suffien zijn vrouw wettige dochter van Meester Jan van Berckel. 12 december 1546 – Aernt van Sochgel en Ghysbert Dyrcks – Nicolaus supportavit Wilhelmo Cristiani Arnoldi alias Willem die Cremer aen die Kerck  - Aernt van Sochgel en Peeter Reinder op Sint Sebastiaansdag 1546","12 december 1546"
12236991,"Jacob van Berckel bekent 300 gulden schuldig te zijn aan Dirc van de Leijgraeff. Waarborg: Hun gerede en ongerede goederen.",15-3-1754
12245544,"… van Reeck ende Haijch sijn huijsvrou beloven Pholpken Janss 10½ rijnsgulden te betalen te sunte Martensmisse mede so is vorwairde of Peter voirs niet en betaelt totten dage voirs dat Pholken vors dair hijnder of commer af hedde dat hem Peter voirs dat beteren sal.","1-8-[1457] (op sunte Peter dach ad vincula)"
12247620,"Mechtelt Alaerts wedu ende Dijrc hoir soon beloven mester Wouter 2 currente rijnsgulden op remigii naestcomende ende noch 2 derselver gulden op half vasten in die wijff merct daer nast volgende als vervolchde schout in afcortinge van 8 rijnsgulden die sij mit Dijrcken horen sone mester Wouteren voirs geloft hebben in scepenen brieven van Lijt.","23-8-[1485] (datum in profesto Bartholomei)"
12248621,"Lijn wedue wilener Daem de Groot geheiten ende Jan hair wittige zoen wilen Daems voirs beloven Gerit Jan Struvensz den voirster van Lit 10 karolus gulden 5 stuver op Sint Jans Baptisten dach van sijner geboirte. Jan Aertz, Henrick Cling. Akte doorgehaald.","14-3-1530 (anno 29 den veertiensten dach inde mert)"
12249623,"Voir scepen Bernt Dericx ende Gaert van Maeren. Gerit Jan Hanrickss alzulken huijs haefken ende plaetsken hij voir ons scepen gelost ende gequeeten hadt als gerecht oer ende erffgenaem van naerscappen weegen mit alzulken gelde ende pennijngen hij Claes Janss vtgereeckt ende ende weder gegeven heft ende der lossen voldaen had, belendingen: Peter Willem bocken; Henrick Jan Hermenss; t pastoers wijle; den maesdick; hij draagt dit op aan Herman Wijers ende Heilen sijnre huijsvrouwe.","5-4-1546 (anno 45 den vijften dach april smanendaechs nae halff vasten dominica letare)"
12250625,"Goert Reijnderss belooft te betalen Aernt Goertss opte Ganshoevel 4 gulden jaerlicks pachts daer nu Sinte Geertruijden dach over een jaer den iersten pacht aff verscijnen sal, het onderpant enen halven mergen lants opte cort weijen ende noch 4 hont inde Liensvelden. Datum anno die et testibus prescriptis. ERONDER: Aernt kende hem een los met 60 gulden den pacht daer bij tot sijnen schoonsten gelt. ERONDER [doorgehaald]: Goert Reijnder Smits belooft te betalen Aernt Aernt Goertss die summe van 27 gulden op bamis dach.",29-3-1555
12251628,"Jan Aert Matijss ende Anna sijn wittijge huijsvrou een dochter van meester Beernt maken malcanderen wie die lanst levende is van Jannen ende Anna voers dat die sal mogen vercopen alsoe veel van haerder beijder guedens voers daermen mede afleggen sal aen die erfgenamen van Wouter Colen ten Bossche een mudt terwen ende 3 gulden jaerlix, welcke 3 gulden ende een mudt weijts jaerlix Jan ende Anna voers gheworven hadden ende noch soe maken si malcanderen of een van haer beijden aflijvich woert dat die lanst levende alsoe veel saL muegen vercopen van haerder beijder guedens tot ter tijt toe dan alle haer ghereede scult vol ende wael betaelt sal sijn. Testes Peter Lambertss ende Jan Lambertss.",14-6-1562
12252630,"Delis Henricxs belooft aan Jan Jacopsz 25 gulden op baemis dach toecomende. Datum et testes ut supra.",22-11-1582
12253630,"Voor Peter Henricxss en Hanrick Clingh Henricxss, schepenen in Lith, is verschenen Henrick zoon van Jan Udo Goertss als man van Willemken, weduwe Goossen Janss. Deze renuncieert van zijn rechten in een morgen land inden dorpe van Teeffelen onder t'graeffschap Megen ter plaatse genaamd Papencamp, belendingen: Delis Snellen; de openbare weg; Jan Reijnders en Dierick Claess. Dit tot behoef van Jan Goossens en Jan Peterss als man van zijn huisvrouw Jenneken, kinderen van wijlen Goossen Janss en Willemken samen verwekt.",27-1-1615
12254630,"Voor Herman Hanricxss Clinge en Anthonis Huijgenss, schepenen in Lith, is verschenen Jan Anthoniss smith. Deze verkoopt aan Joachim Corneliss woonende tot Maeren een halve morgen land in Lith ter plaatse genaamd opte hooge westerbeempden, belendingen: Aert Jan Anthoniss; den rectoir van Ste Catelijnen altair binnen Lith; den breeden wech; Griet Plichts campken. Koper moet hieruit onderhouden 5 voet maesdijcx onder de schouwe van Maeren boven de blauw sluijs. Akte doorgehaald.",10-4-1640
12255623,"Voor Jan Jansen van Nouhuijs en Willem Gerit Evers, schepenen in Lith, zijn verschenen Willem Janse vanden Runne als momber over d'onmondige kindt Cornelis Peters in sijn leven vorster deser heerlijcheijt ende mede als procuratie hebbende van Willem Henrix van Hooff sijne mede momber (schepenbrief Santwijck binnen de stadt Tiel d.d. 1-11-1669), ende Bernt Jacobs Vonck voor soo veel sijn tocht recht aengaet. Dezen verkopen aan Dielis Jacobs van Craij huijs, erff, hoff ende bogart aende Vrouwestraet binnen Lith, belendingen: Thoniske weduwe Reijndert Anthonisse; Meriken weduwe Dirck Jacob Aerts; de gemeijn straet; pastorije ofte geestelijcke goederen ende Jacob Geritse van Rossum ofte een gemeijne wegh. De koper moet hieruit onderhouden een voet maesdijck onder de schouwe van Lith inde Waij bovennaest Jan Ariens van Bommel benedennaest Anneke weduwe Thonis Jan Peters.",11-1-1670
12256623,"Peter Jans Huijs aan de Sambeeksen Hoek. Universeel erfgenaam Jan Hendrix Groenen zijn neef en bij vooroverlijden voor en nakinderen van voornoemde Jan Hendrix Groenen en Elisabeth Nillesen.",10-4-1726
12258232,"Voor schepenen van Vught zijn verschenen Gerardt Janse en Marten Janse handelend als mombers over de kinderen van Jan Arien Decker te Cromvoirt. Zij verkopen aan Peter Peterse, wonend  te Cromvoirt, een huis met toebehoren te Cromvoirt. Belender is Geijsbert Celen.",06-12-1692
12259794,"Jaarmarkt<ZR>Rentmeester PIECK heeft op 10 januari advies uitgebracht op het request van de vrijheid Sint Oedenrode dat hem op 8 october is aangereikt. Hij heeft geconstateerd dat gedurende de oorlogen de kleine steden, vrijheden en dorpen in de meierij verschillende octrooien hebben geobtineert [= verworven, verkregen] van nieuwe jaarmarkten mits een recognitiecijns aan de domeinen wordt betaald. Sint Oedenrode heeft veel oorlogschade geleden en heeft betalingsachterstanden. Er is een accoord gesloten dat men een cijns betaalt van vier ponden artois. Deze is nooit opgeheven. De stad ‘sBosch heeft er bij de SG op aangedrongen om alle nieuwe jaar- en weekmarkten op te heffen die na de inlandse oorlogen zijn blijven voortbestaan, omdat ze nadelig zouden zijn voor de negotie van de stad ’s-Hertogenbosch. Over deze zaak heeft de magistraat van ‘sBosch bericht dat al in 1613 over de voornoemde jaar- en weekmarkten te Brussel kwestie is ontstaan, maar dat die zaak tot op heden onbeslist is gebleven. Bovendien beweren zij, dat in het 13e artikel van de capitulatie van ‘sBosch gezegd wordt, dat de nieuwe jaar- en weekmarkten tijdens de oorlogstroebelen verkregen eigenlijk zouden moeten ophouden en dat ook deze twee nieuwe jaarmarkten van resp. vrijdag na half vasten en de andere van vrijdag na Batholomeus, juist wanneer de stad ‘sBosch van hertogin Johanna in 1403 twee jaarmarkten heeft verkregen. Alle stukken zijn door de heer van NYEUBURGH onderzocht en ze worden opgestuurd naar de SG met verwijzing naar het 13e artikel uit de capitulatie. Men verwacht dat deze kwestie voor Sint Oedenrode de nodige moeilijkheden zal opleveren.","20 april 1649"
12273199,"Herman KUCHLINUS rentmeester van het convent der CLARISSEN verklaart dat het convent drie hoeven heeft, een te BERLICUM ter plaatse genaamd ‘het Geloict’ en de twee andere te SCHIJNDEL in den Houtart. Bovendien zouden in het district van die hoeven nog enige uitgegeven heidevelden leiggen op chijns, ter grootte van ca. 21 bunders, te Berlicum 6 en te Schijndel 15 of 16, waarvan sinds vorig jaar een gedeelte in cultuur is gebracht. De suppliant vraagt of die resterende velden aan hem uitgegeven kunnen worden.","25 juli 1653"
12286017,"Rentmeester BOUCHOLT heeft ook zijn lijst van dorpen, predikanten, schoolmeesters en kosters ingestuurd.","7 maart 1657"
12287644,"Rekest van de weduwe van wijlen Pieter RUTHS, Jacob Henrick WARNARTS en consorten wonende te ASTEN verklarende dat door haar, haar ouders en voorouders een rente van 6 mud rogge is betaald uit haar goederen onder Asten aan de priester die in de kapel op het HUIS of KASTEEL van HELMOND de dienst deed. Na de vrede van 1648 is die rente niet meer betaald, omdat de priester zei dat zij voortaan aan de staatse rentmeester zouden moeten betalen, wat ze ook hebben gedaan aan rentmeester PIETERSON. De Heer van Helmond heeft hen echter gemaand en gedreigd met afpanding van hun paarden, wat hen zeer ongelegen zou komen in deze oogsttijd [zie ook folio 392].","29 juli 1659"
12288743,"Coenradus COENEN is predikant te VUGHT.","21 juli 1662"
12289751,"Diderick VAN DEN HOVEL schout-crimineel van de stad HELMOND die in een rekest aangeeft dat het vanouds gebruikelijk is dat hij met de vorster int crimineel verschijnt op de verpachting van de tienden die door de heren gecommitteereen wordt gedaan.","9 juni 1664"
12290995,"Rekest van de abdis en conventualen van de CLARISSEN van ’s-Hertogenbosch dat rentmeester CUCHLINUS geordonneerd mag worden de supplianten het genot van hun goederen over een periode van 10 jaren uit te betalen conform een resolutie van 17 december 1666.","25 februari 1668"
12292098,"Missive van rentmeester Donder op een rekest van de Ridderlijke Duitse Orde en de rentmeester van de commandeur van Gemert i.v.m. een bedrag van 200 gl. voor de pastorie van Geldrop en voor die van Bakel en Deurne 740 gl. en over het lopende jaar resp. 200 en 577 gl. . Ook wordt gesproken over de tienden van Geldrop, Bakel, Milheeze, Deurne en Liessel om die aan te slaan.","zaterdag 2 december 1673"
12293471,"Rekest van regenten en ingezetenen van Zesgehuchten onder de jurisdictie Heeze en Leende die permissie krijgen ten laste van de eigenaars van tienden en molens een dubbele verponding te mogen heffen beginnende over 1675.","woensdag 210 februari 1677"
12294608,"Missive van gouverneur Kickpatrick van ’s-Hertogenbosch op een rekest van de classis van ’s-Hertogenbosch ter zake van het waarnemen van de kerkendienst binnen de stad. Het rekest gaat naar de thesaurier generaal Burgh.","woensdag 29 mei 1680"
12302599,"Rekest van Lambert Haubraken pachter van ’s landshoeve genaamd Couwenburgh gelegen onder de administratie van de Heer van Deurne als rentmeester, dat wordt overhandigd aan een commissie.","vrijdag 6 april 1685"
